time,SST
2017-02-13,17.011
2017-02-14,17.099
2017-02-15,17.258
2017-02-16,17.639
2017-02-17,17.792
2017-02-18,17.455
2017-02-19,17.154
2017-02-20,17.625
2017-02-21,17.778
2017-02-22,17.656
2017-02-23,17.684
2017-02-24,17.646
2017-02-25,17.756999999999998
2017-02-26,18.223
2017-02-27,18.114
2017-02-28,17.395
2017-03-01,17.036
2017-03-02,17.102
2017-03-03,17.024
2017-03-04,17
2017-03-05,17.061
2017-03-06,17.317
2017-03-07,17.277
2017-03-08,17.156
2017-03-09,17.182
2017-03-10,17.158
2017-03-11,17.07
2017-03-12,16.664
2017-03-13,16.727
2017-03-14,16.749000000000002
2017-03-15,16.482
2017-03-16,16.320999999999998
2017-03-17,16.567999999999998
2017-03-18,16.639
2017-03-19,16.712
2017-03-20,16.714
2017-03-21,16.799
2017-03-22,16.967
2017-03-23,17.039
2017-03-24,16.948
2017-03-25,16.912
2017-03-26,17.142
2017-03-27,17.854
2017-03-28,17.389
2017-03-29,16.905
2017-03-30,16.82
2017-03-31,16.842
2017-04-01,16.826999999999998
2017-04-02,16.783
2017-04-03,16.79
2017-04-04,16.927999999999997
2017-04-05,16.908
2017-04-06,16.683
2017-04-07,16.358
2017-04-08,16.547
2017-04-09,16.43
2017-04-10,16.349
2017-04-11,16.213
2017-04-12,16.252000000000002
2017-04-13,16.310000000000002
2017-04-14,16.226
2017-04-15,16.267
2017-04-16,16.336
2017-04-17,16.381999999999998
2017-04-18,16.52
2017-04-19,16.563000000000002
2017-04-20,16.430999999999997
2017-04-21,16.075
2017-04-22,15.884
2017-04-23,15.815
2017-04-24,15.879999999999999
2017-04-25,16.015
2017-04-26,15.825
2017-04-27,15.664
2017-04-28,15.64
2017-04-29,15.701
2017-04-30,15.807
2017-05-01,15.786
2017-05-02,15.636
2017-05-03,15.576
2017-05-04,15.527
2017-05-05,15.604
2017-05-06,15.504
2017-05-07,15.456
2017-05-08,15.435
2017-05-09,15.411999999999999
2017-05-10,15.397
2017-05-11,15.381
2017-05-12,15.391
2017-05-13,15.356
2017-05-14,15.304
2017-05-15,15.205
2017-05-16,15.217
2017-05-17,15.305
2017-05-18,15.398
2017-05-19,15.262
2017-05-20,15.232
2017-05-21,15.153
2017-05-22,15.136
2017-05-23,15.192
2017-05-24,15.2
2017-05-25,15.039
2017-05-26,14.812
2017-05-27,14.809
2017-05-28,14.616
2017-05-29,14.411999999999999
2017-05-30,14.265
2017-05-31,14.373
2017-06-01,14.557
2017-06-02,14.687
2017-06-03,14.243
2017-06-04,14.033
2017-06-05,13.959
2017-06-06,13.994
2017-06-07,13.815
2017-06-08,13.664
2017-06-09,14.165
2017-06-10,13.935
2017-06-11,13.706999999999999
2017-06-12,13.731
2017-06-13,13.725999999999999
2017-06-14,13.459
2017-06-15,13.16
2017-06-16,12.985999999999999
2017-06-17,12.799
2017-06-18,12.709999999999999
2017-06-19,12.609
2017-06-20,12.539
2017-06-21,12.578
2017-06-22,12.325
2017-06-23,11.689
2017-06-24,11.609
2017-06-25,11.699
2017-06-26,11.886
2017-06-27,12.17
2017-06-28,12.304
2017-06-29,12.341
2017-06-30,12.384
2017-07-01,12.503
2017-07-02,12.281
2017-07-03,12.317
2017-07-04,12.416
2017-07-05,12.339
2017-07-06,12.286
2017-07-07,12.036
2017-07-08,11.783
2017-07-09,11.846
2017-07-10,11.808
2017-07-11,11.907
2017-07-12,11.899
2017-07-13,11.907
2017-07-14,11.866
2017-07-15,11.93
2017-07-16,11.453999999999999
2017-07-17,11.511
2017-07-18,11.713
2017-07-19,11.661
2017-07-20,11.442
2017-07-21,11.245
2017-07-22,11.808
2017-07-23,11.349
2017-07-24,11.115
2017-07-25,11.356
2017-07-26,11.432
2017-07-27,11.01
2017-07-28,10.879999999999999
2017-07-29,10.907
2017-07-30,11.049
2017-07-31,11.044
2017-08-01,11.375
2017-08-02,11.338
2017-08-03,11.347
2017-08-04,11.432
2017-08-05,11.233
2017-08-06,11.155
2017-08-07,11.022
2017-08-08,10.812999999999999
2017-08-09,10.876999999999999
2017-08-10,11.039
2017-08-11,11.091
2017-08-12,11.067
2017-08-13,11.126999999999999
2017-08-14,11.195
2017-08-15,10.677999999999999
2017-08-16,10.273
2017-08-17,10.767999999999999
2017-08-18,11.055
2017-08-19,10.969999999999999
2017-08-20,10.758
2017-08-21,10.853
2017-08-22,10.517999999999999
2017-08-23,10.35
2017-08-24,10.427
2017-08-25,10.875
2017-08-26,10.887
2017-08-27,10.616
2017-08-28,10.314
2017-08-29,10.633
2017-08-30,10.594999999999999
2017-08-31,10.61
2017-09-01,11.141
2017-09-02,11.119
2017-09-03,10.471
2017-09-04,10.472
2017-09-05,10.642999999999999
2017-09-06,10.523
2017-09-07,10.092
2017-09-08,10.051
2017-09-09,10.536
2017-09-10,10.604
2017-09-11,10.698
2017-09-12,10.711
2017-09-13,10.645
2017-09-14,10.386
2017-09-15,10.383
2017-09-16,10.743
2017-09-17,10.935
2017-09-18,11.100999999999999
2017-09-19,10.887
2017-09-20,11.042
2017-09-21,10.956
2017-09-22,11.007
2017-09-23,11.017
2017-09-24,10.988999999999999
2017-09-25,11.164
2017-09-26,10.87
2017-09-27,10.969999999999999
2017-09-28,11.007
2017-09-29,11.029
2017-09-30,10.732
2017-10-01,10.733
2017-10-02,10.863
2017-10-03,10.802999999999999
2017-10-04,10.907
2017-10-05,10.955
2017-10-06,10.943999999999999
2017-10-07,10.921999999999999
2017-10-08,10.901
2017-10-09,10.762
2017-10-10,10.709999999999999
2017-10-11,10.812999999999999
2017-10-12,10.988999999999999
2017-10-13,10.921999999999999
2017-10-14,11.126999999999999
2017-10-15,11.248
2017-10-16,11.413
2017-10-17,11.472999999999999
2017-10-18,11.449
2017-10-19,11.41
2017-10-20,11.213
2017-10-21,11.432
2017-10-22,11.472
2017-10-23,11.479
2017-10-24,11.855
2017-10-25,12.033
2017-10-26,11.979
2017-10-27,12.132
2017-10-28,12.068
2017-10-29,11.953
2017-10-30,11.818
2017-10-31,11.783999999999999
2017-11-01,11.866999999999999
2017-11-02,11.995
2017-11-03,12.003
2017-11-04,12
2017-11-05,11.999
2017-11-06,11.975
2017-11-07,11.379999999999999
2017-11-08,11.677999999999999
2017-11-09,11.584
2017-11-10,11.557
2017-11-11,11.456
2017-11-12,11.695
2017-11-13,12.24
2017-11-14,12.26
2017-11-15,12.339
2017-11-16,12.245
2017-11-17,12.019
2017-11-18,11.806
2017-11-19,11.648
2017-11-20,11.844
2017-11-21,11.885
2017-11-22,11.975999999999999
2017-11-23,12.266
2017-11-24,12.465
2017-11-25,12.556
2017-11-26,12.347
2017-11-27,12.327
2017-11-28,12.439
2017-11-29,12.674999999999999
2017-11-30,13.193999999999999
2017-12-01,13.391
2017-12-02,13.04
2017-12-03,13.188
2017-12-04,13.115
2017-12-05,13.312
2017-12-06,13.203
2017-12-07,13.266
2017-12-08,13.112
2017-12-09,13.197
2017-12-10,13.29
2017-12-11,13.67
2017-12-12,13.948
2017-12-13,13.91
2017-12-14,13.782
2017-12-15,13.871
2017-12-16,13.687
2017-12-17,13.471
2017-12-18,13.984
2017-12-19,14.199
2017-12-20,13.955
2017-12-21,13.994
2017-12-22,14.08
2017-12-23,14.161
2017-12-24,14.112
2017-12-25,14.149
2017-12-26,14.118
2017-12-27,14.125
2017-12-28,14.331
2017-12-29,14.749
2017-12-30,14.633
2017-12-31,14.591
2018-01-01,14.737
2018-01-02,14.859
2018-01-03,14.802999999999999
2018-01-04,14.886
2018-01-05,15.136
2018-01-06,15.295
2018-01-07,15.745
2018-01-08,16.058
2018-01-09,16.359
2018-01-10,16.887
2018-01-11,16.45
2018-01-12,16.064999999999998
2018-01-13,15.794
2018-01-14,15.76
2018-01-15,16.387999999999998
2018-01-16,17.301000000000002
2018-01-17,17.164
2018-01-18,16.788
2018-01-19,16.29
2018-01-20,16.203
2018-01-21,16.917
2018-01-22,16.904
2018-01-23,16.925
2018-01-24,16.747
2018-01-25,16.586
2018-01-26,16.645
2018-01-27,16.589
2018-01-28,16.509999999999998
2018-01-29,16.598
2018-01-30,16.7
2018-01-31,17.163
2018-02-01,16.913
2018-02-02,16.844
2018-02-03,17.325
2018-02-04,17.34
2018-02-05,17.259999999999998
2018-02-06,17.307
2018-02-07,17.32
2018-02-08,17.307
2018-02-09,17.233
2018-02-10,16.719
2018-02-11,16.474
2018-02-12,16.387
2018-02-13,16.762999999999998
2018-02-14,17.323999999999998
2018-02-15,18.025
2018-02-16,17.88
2018-02-17,17.737000000000002
2018-02-18,17.362000000000002
2018-02-19,17.003
2018-02-20,16.972
2018-02-21,16.933
2018-02-22,17.093
2018-02-23,17.397
2018-02-24,17.444
2018-02-25,17.559
2018-02-26,17.639
2018-02-27,17.466
2018-02-28,17.469
2018-03-01,17.601
2018-03-02,17.619
2018-03-03,17.691
2018-03-04,17.514
2018-03-05,17.537
2018-03-06,17.704
2018-03-07,17.783
2018-03-08,18.070999999999998
2018-03-09,18.448999999999998
2018-03-10,17.75
2018-03-11,17.466
2018-03-12,17.545
2018-03-13,17.291
2018-03-14,16.723
2018-03-15,16.560000000000002
2018-03-16,16.673000000000002
2018-03-17,16.525
2018-03-18,16.522
2018-03-19,16.365000000000002
2018-03-20,16.087
2018-03-21,16.052999999999997
2018-03-22,16.165
2018-03-23,16.554000000000002
2018-03-24,16.500999999999998
2018-03-25,16.381
2018-03-26,16.442
2018-03-27,16.573999999999998
2018-03-28,16.535
2018-03-29,16.192999999999998
2018-03-30,16.259
2018-03-31,16.261
2018-04-01,16.343
2018-04-02,16.353
2018-04-03,16.317
2018-04-04,15.82
2018-04-05,15.686
2018-04-06,15.315
2018-04-07,15.911
2018-04-08,16.356
2018-04-09,16.357
2018-04-10,16.326999999999998
2018-04-11,16.003999999999998
2018-04-12,15.903
2018-04-13,15.847999999999999
2018-04-14,15.863999999999999
2018-04-15,16.006
2018-04-16,16.064999999999998
2018-04-17,15.766
2018-04-18,15.667
2018-04-19,15.822
2018-04-20,15.842
2018-04-21,15.997
2018-04-22,15.853
2018-04-23,15.977
2018-04-24,16.009999999999998
2018-04-25,16.003
2018-04-26,15.917
2018-04-27,15.909
2018-04-28,15.66
2018-04-29,15.542
2018-04-30,15.629999999999999
2018-05-01,15.671
2018-05-02,15.414
2018-05-03,15.203
2018-05-04,15.073
2018-05-05,15.118
2018-05-06,15.234
2018-05-07,15.299
2018-05-08,16.075
2018-05-09,15.815
2018-05-10,15.658999999999999
2018-05-11,15.281
2018-05-12,15.121
2018-05-13,15.179
2018-05-14,15.45
2018-05-15,15.365
2018-05-16,15.036
2018-05-17,14.545
2018-05-18,14.504999999999999
2018-05-19,14.836
2018-05-20,14.719
2018-05-21,14.583
2018-05-22,14.453
2018-05-23,14.6
2018-05-24,14.503
2018-05-25,14.66
2018-05-26,14.426
2018-05-27,14.491
2018-05-28,14.362
2018-05-29,14.440999999999999
2018-05-30,14.363
2018-05-31,14.318
2018-06-01,14.279
2018-06-02,14.23
2018-06-03,14.036
2018-06-04,13.673
2018-06-05,13.722999999999999
2018-06-06,13.507
2018-06-07,13.34
2018-06-08,13.376999999999999
2018-06-09,13.424
2018-06-10,13.5
2018-06-11,13.408999999999999
2018-06-12,13.105
2018-06-13,12.875
2018-06-14,12.937
2018-06-15,12.764
2018-06-16,12.722999999999999
2018-06-17,13.029
2018-06-18,13.347999999999999
2018-06-19,13.29
2018-06-20,13.100999999999999
2018-06-21,12.719999999999999
2018-06-22,12.559
2018-06-23,12.285
2018-06-24,12.184
2018-06-25,12.081
2018-06-26,11.725
2018-06-27,11.940999999999999
2018-06-28,12.153
2018-06-29,12.225999999999999
2018-06-30,12.197
2018-07-01,11.496
2018-07-02,11.49
2018-07-03,11.464
2018-07-04,11.233
2018-07-05,11.272
2018-07-06,11.327
2018-07-07,11.649
2018-07-08,11.626999999999999
2018-07-09,11.574
2018-07-10,11.142
2018-07-11,11.274
2018-07-12,10.969999999999999
2018-07-13,10.940999999999999
2018-07-14,10.852
2018-07-15,10.533999999999999
2018-07-16,10.36
2018-07-17,10.411
2018-07-18,10.635
2018-07-19,11.251999999999999
2018-07-20,10.884
2018-07-21,10.908
2018-07-22,10.799999999999999
2018-07-23,10.926
2018-07-24,11.03
2018-07-25,10.91
2018-07-26,10.748
2018-07-27,10.705
2018-07-28,10.744
2018-07-29,10.774
2018-07-30,10.856
2018-07-31,10.39
2018-08-01,10.458
2018-08-02,10.496
2018-08-03,10.429
2018-08-04,10.122
2018-08-05,9.354
2018-08-06,9.315
2018-08-07,9.527
2018-08-08,10.642999999999999
2018-08-09,10.747
2018-08-10,10.628
2018-08-11,10.59
2018-08-12,10.588
2018-08-13,10.548
2018-08-14,10.67
2018-08-15,10.860999999999999
2018-08-16,10.671
2018-08-17,10.485999999999999
2018-08-18,10.456
2018-08-19,10.222999999999999
2018-08-20,10.356
2018-08-21,10.443999999999999
2018-08-22,10.366999999999999
2018-08-23,9.322
2018-08-24,9.468
2018-08-25,9.703
2018-08-26,9.891
2018-08-27,9.852
2018-08-28,9.758
2018-08-29,9.671
2018-08-30,9.451
2018-08-31,9.42
2018-09-01,9.331
2018-09-02,9.294
2018-09-03,9.283999999999999
2018-09-04,9.904
2018-09-05,9.741999999999999
2018-09-06,9.786
2018-09-07,9.684
2018-09-08,9.629
2018-09-09,9.802
2018-09-10,9.852
2018-09-11,9.847999999999999
2018-09-12,9.969999999999999
2018-09-13,10.06
2018-09-14,10.027
2018-09-15,10.538
2018-09-16,10.466
2018-09-17,10.08
2018-09-18,9.975999999999999
2018-09-19,10.036999999999999
2018-09-20,10.073
2018-09-21,9.936
2018-09-22,9.921999999999999
2018-09-23,9.668
2018-09-24,9.633
2018-09-25,9.806
2018-09-26,10.049999999999999
2018-09-27,10.209
2018-09-28,10.261
2018-09-29,10.218
2018-09-30,10.206
2018-10-01,9.940999999999999
2018-10-02,9.892999999999999
2018-10-03,10.072
2018-10-04,10.103
2018-10-05,10.187999999999999
2018-10-06,10.642999999999999
2018-10-07,10.802999999999999
2018-10-08,10.528
2018-10-09,9.814
2018-10-10,9.89
2018-10-11,9.984
2018-10-12,10.262
2018-10-13,10.491999999999999
2018-10-14,10.564
2018-10-15,10.451
2018-10-16,10.344999999999999
2018-10-17,10.575
2018-10-18,10.549
2018-10-19,10.565
2018-10-20,10.559
2018-10-21,10.528
2018-10-22,10.529
2018-10-23,10.515
2018-10-24,10.53
2018-10-25,10.687
2018-10-26,10.858
2018-10-27,11.408999999999999
2018-10-28,11.326
2018-10-29,11.354
2018-10-30,11.038
2018-10-31,11.006
2018-11-01,11.103
2018-11-02,11.163
2018-11-03,11.165
2018-11-04,11.110999999999999
2018-11-05,11.125
2018-11-06,11.292
2018-11-07,11.336
2018-11-08,11.414
2018-11-09,11.519
2018-11-10,11.229
2018-11-11,10.985
2018-11-12,10.979
2018-11-13,12.429
2018-11-14,11.719999999999999
2018-11-15,11.565999999999999
2018-11-16,11.520999999999999
2018-11-17,11.52
2018-11-18,11.599
2018-11-19,12.18
2018-11-20,12.109
2018-11-21,11.624
2018-11-22,11.719
2018-11-23,11.737
2018-11-24,11.969
2018-11-25,12.115
2018-11-26,12.001
2018-11-27,12.118
2018-11-28,12.218
2018-11-29,12.423
2018-11-30,12.234
2018-12-01,12.313
2018-12-02,12.386
2018-12-03,12.586
2018-12-04,12.892999999999999
2018-12-05,12.584
2018-12-06,12.779
2018-12-07,12.693999999999999
2018-12-08,13.424
2018-12-09,13.241
2018-12-10,13.197
2018-12-11,13.221
2018-12-12,13.52
2018-12-13,13.548
2018-12-14,13.475999999999999
2018-12-15,13.344
2018-12-16,13.424
2018-12-17,13.471
2018-12-18,13.479
2018-12-19,13.544
2018-12-20,14.453
2018-12-21,15.313
2018-12-22,15.397
2018-12-23,15.326
2018-12-24,15.33
2018-12-25,15.5
2018-12-26,14.049
2018-12-27,13.626
2018-12-28,13.688
2018-12-29,13.872
2018-12-30,14.285
2018-12-31,14.422
2019-01-01,14.366
2019-01-02,14.39
2019-01-03,14.658999999999999
2019-01-04,14.946
2019-01-05,15.004999999999999
2019-01-06,15.044
2019-01-07,14.966
2019-01-08,15.168
2019-01-09,15.908
2019-01-10,16.189
2019-01-11,15.998
2019-01-12,15.924
2019-01-13,15.868
2019-01-14,16.019
2019-01-15,16.017
2019-01-16,16.076
2019-01-17,15.879999999999999
2019-01-18,15.843
2019-01-19,15.956
2019-01-20,15.906
2019-01-21,15.839
2019-01-22,15.753
2019-01-23,16.102
2019-01-24,16.369
2019-01-25,16.158
2019-01-26,16.192
2019-01-27,16.15
2019-01-28,16.624000000000002
2019-01-29,16.152
2019-01-30,16.067
2019-01-31,16.145
2019-02-01,16.262999999999998
2019-02-02,16.555
2019-02-03,16.601
2019-02-04,16.641
2019-02-05,16.932000000000002
2019-02-06,17.21
2019-02-07,16.883
2019-02-08,16.733
2019-02-09,16.808999999999997
2019-02-10,16.588
2019-02-11,16.591
2019-02-12,16.639
2019-02-13,16.990000000000002
2019-02-14,17.553
2019-02-15,18.163
2019-02-16,18.246
2019-02-17,18.411
2019-02-18,18.237000000000002
2019-02-19,18.073999999999998
2019-02-20,17.515
2019-02-21,17.521
2019-02-22,18.156
2019-02-23,17.989
2019-02-24,16.749000000000002
2019-02-25,16.514
2019-02-26,16.025
2019-02-27,15.6
2019-02-28,15.738999999999999
2019-03-01,16.067
2019-03-02,16.137999999999998
2019-03-03,16.337
2019-03-04,16.299999999999997
2019-03-05,16.212
2019-03-06,16.243000000000002
2019-03-07,16.198999999999998
2019-03-08,16.204
2019-03-09,16.654
2019-03-10,16.671
2019-03-11,16.500999999999998
2019-03-12,16.394
2019-03-13,16.43
2019-03-14,16.384999999999998
2019-03-15,16.944
2019-03-16,16.862000000000002
2019-03-17,16.929000000000002
2019-03-18,16.512999999999998
2019-03-19,16.339
2019-03-20,16.500999999999998
2019-03-21,16.55
2019-03-22,16.641
2019-03-23,16.052
2019-03-24,16.285
2019-03-25,16.536
2019-03-26,16.78
2019-03-27,16.926000000000002
2019-03-28,17.018
2019-03-29,17.102
2019-03-30,17.169
2019-03-31,17.053
2019-04-01,16.993000000000002
2019-04-02,16.869
2019-04-03,16.776
2019-04-04,16.358
2019-04-05,16.372999999999998
2019-04-06,16.326999999999998
2019-04-07,16.205
2019-04-08,15.788
2019-04-09,16.317999999999998
2019-04-10,16.422
2019-04-11,16.438000000000002
2019-04-12,16.5
2019-04-13,16.317
2019-04-14,16.250999999999998
2019-04-15,16.116
2019-04-16,15.901
2019-04-17,15.574
2019-04-18,15.572
2019-04-19,15.529
2019-04-20,15.621
2019-04-21,15.72
2019-04-22,15.65
2019-04-23,15.724
2019-04-24,15.568999999999999
2019-04-25,15.558
2019-04-26,15.738
2019-04-27,16.297
2019-04-28,16.23
2019-04-29,16.076
2019-04-30,15.209
2019-05-01,14.975999999999999
2019-05-02,15.156
2019-05-03,15.206999999999999
2019-05-04,15.031
2019-05-05,14.93
2019-05-06,14.809
2019-05-07,14.774
2019-05-08,14.779
2019-05-09,14.922
2019-05-10,15.041
2019-05-11,15.01
2019-05-12,15.017999999999999
2019-05-13,15.049
2019-05-14,15.073
2019-05-15,15.007
2019-05-16,14.67
2019-05-17,14.686
2019-05-18,15.019
2019-05-19,14.94
2019-05-20,14.536
2019-05-21,14.491
2019-05-22,14.251999999999999
2019-05-23,14.14
2019-05-24,14.362
2019-05-25,14.417
2019-05-26,14.103
2019-05-27,14.071
2019-05-28,14.216
2019-05-29,14.164
2019-05-30,13.924
2019-05-31,13.821
2019-06-01,13.843
2019-06-02,13.911999999999999
2019-06-03,13.934
2019-06-04,13.921
2019-06-05,13.81
2019-06-06,13.895999999999999
2019-06-07,13.943
2019-06-08,13.953
2019-06-09,13.858
2019-06-10,13.547
2019-06-11,13.529
2019-06-12,13.62
2019-06-13,13.418
2019-06-14,13.057
2019-06-15,12.919
2019-06-16,12.812
2019-06-17,12.858
2019-06-18,12.797
2019-06-19,13.142
2019-06-20,13.164
2019-06-21,13.186
2019-06-22,13.142
2019-06-23,13.09
2019-06-24,12.997
2019-06-25,12.888
2019-06-26,12.907
2019-06-27,13.401
2019-06-28,13.052999999999999
2019-06-29,12.685
2019-06-30,12.718
2019-07-01,12.607
2019-07-02,12.557
2019-07-03,11.574
2019-07-04,11.543
2019-07-05,11.822
2019-07-06,12.011
2019-07-07,12.054
2019-07-08,11.987
2019-07-09,11.914
2019-07-10,11.674999999999999
2019-07-11,11.677
2019-07-12,12.004
2019-07-13,11.905
2019-07-14,11.757
2019-07-15,11.763
2019-07-16,11.561
2019-07-17,11.863999999999999
2019-07-18,11.962
2019-07-19,11.904
2019-07-20,11.805
2019-07-21,11.344
2019-07-22,11.347
2019-07-23,11.354
2019-07-24,11.302999999999999
2019-07-25,11.515
2019-07-26,11.573
2019-07-27,11.6
2019-07-28,11.575
2019-07-29,10.471
2019-07-30,10.462
2019-07-31,10.759
2019-08-01,10.951
2019-08-02,10.940999999999999
2019-08-03,10.969
2019-08-04,10.987
2019-08-05,11.097999999999999
2019-08-06,10.931
2019-08-07,10.776
2019-08-08,10.733
2019-08-09,10.761
2019-08-10,10.812999999999999
2019-08-11,10.775
2019-08-12,10.386
2019-08-13,10.499
2019-08-14,10.509
2019-08-15,10.142
2019-08-16,10.065999999999999
2019-08-17,10.017
2019-08-18,10.105
2019-08-19,10.436
2019-08-20,10.415
2019-08-21,10.212
2019-08-22,10.217
2019-08-23,10.02
2019-08-24,10.305
2019-08-25,10.519
2019-08-26,10.519
2019-08-27,10.655
2019-08-28,10.443
2019-08-29,10.53
2019-08-30,10.333
2019-08-31,10.206
2019-09-01,9.873
2019-09-02,9.497
2019-09-03,9.516
2019-09-04,9.479
2019-09-05,9.344999999999999
2019-09-06,9.437999999999999
2019-09-07,9.485999999999999
2019-09-08,9.487
2019-09-09,9.157
2019-09-10,9.011
2019-09-11,9.012
2019-09-12,9.264
2019-09-13,8.863
2019-09-14,9.167
2019-09-15,9.360999999999999
2019-09-16,9.289
2019-09-17,9.324
2019-09-18,9.343
2019-09-19,9.158
2019-09-20,9.256
2019-09-21,9.317
2019-09-22,9.463
2019-09-23,9.722
2019-09-24,10.193999999999999
2019-09-25,10.116
2019-09-26,9.945
2019-09-27,9.894
2019-09-28,9.804
2019-09-29,9.763
2019-09-30,9.23
2019-10-01,9.158999999999999
2019-10-02,9.144
2019-10-03,9.307
2019-10-04,9.533999999999999
2019-10-05,9.668
2019-10-06,9.853
2019-10-07,9.815
2019-10-08,9.552999999999999
2019-10-09,10.141
2019-10-10,10.096
2019-10-11,9.998
2019-10-12,9.879999999999999
2019-10-13,9.834
2019-10-14,9.927
2019-10-15,9.729
2019-10-16,9.65
2019-10-17,10.461
2019-10-18,10.219
2019-10-19,10.166
2019-10-20,10.1
2019-10-21,10.231
2019-10-22,9.934
2019-10-23,10.07
2019-10-24,10.302999999999999
2019-10-25,10.074
2019-10-26,10.078
2019-10-27,10.392999999999999
2019-10-28,10.325
2019-10-29,10.415
2019-10-30,10.533
2019-10-31,10.671999999999999
2019-11-01,10.714
2019-11-02,10.804
2019-11-03,10.838
2019-11-04,10.905
2019-11-05,10.937
2019-11-06,10.94
2019-11-07,10.761
2019-11-08,10.796
2019-11-09,10.697
2019-11-10,10.549999999999999
2019-11-11,10.568999999999999
2019-11-12,11.874
2019-11-13,11.947
2019-11-14,12.009
2019-11-15,11.786999999999999
2019-11-16,11.709
2019-11-17,11.815999999999999
2019-11-18,11.901
2019-11-19,11.903
2019-11-20,12.046
2019-11-21,11.955
2019-11-22,11.887
2019-11-23,12.001999999999999
2019-11-24,12.033
2019-11-25,11.931
2019-11-26,12.147
2019-11-27,11.846
2019-11-28,11.812
2019-11-29,11.717
2019-11-30,11.229
2019-12-01,11.703
2019-12-02,11.892
2019-12-03,11.962
2019-12-04,12.368
2019-12-05,12.484
2019-12-06,12.523
2019-12-07,12.589
2019-12-08,12.911999999999999
2019-12-09,13.177999999999999
2019-12-10,12.814
2019-12-11,12.555
2019-12-12,12.54
2019-12-13,12.563
2019-12-14,12.709999999999999
2019-12-15,13.122
2019-12-16,13.099
2019-12-17,13.091
2019-12-18,13.163
2019-12-19,13.725
2019-12-20,13.85
2019-12-21,13.927999999999999
2019-12-22,13.981
2019-12-23,14.02
2019-12-24,13.936
2019-12-25,13.898
2019-12-26,13.95
2019-12-27,14.29
2019-12-28,14.222999999999999
2019-12-29,14.397
2019-12-30,14.546
2019-12-31,14.543
2020-01-01,14.706999999999999
2020-01-02,14.961
2020-01-03,14.945
2020-01-04,14.656
2020-01-05,14.424
2020-01-06,14.17
2020-01-07,14.326
2020-01-08,14.329
2020-01-09,14.395999999999999
2020-01-10,14.116999999999999
2020-01-11,14.535
2020-01-12,14.203
2020-01-13,14.372
2020-01-14,14.511
2020-01-15,14.334999999999999
2020-01-16,14.455
2020-01-17,14.756
2020-01-18,15.128
2020-01-19,15.148
2020-01-20,15.24
2020-01-21,15.584999999999999
2020-01-22,15.32
2020-01-23,15.363999999999999
2020-01-24,15.134
2020-01-25,15.206
2020-01-26,15.262
2020-01-27,15.061
2020-01-28,14.958
2020-01-29,15.277
2020-01-30,15.528
2020-01-31,15.431
2020-02-01,15.600999999999999
2020-02-02,15.861
2020-02-03,15.931
2020-02-04,16.069
2020-02-05,16.147
2020-02-06,16.051000000000002
2020-02-07,15.861
2020-02-08,15.64
2020-02-09,15.782
2020-02-10,15.938
2020-02-11,16.046
2020-02-12,16.021
2020-02-13,16.287
2020-02-14,16.174999999999997
2020-02-15,16.342
2020-02-16,16.326
2020-02-17,16.476
2020-02-18,16.708
2020-02-19,16.606
2020-02-20,15.881
2020-02-21,15.664
2020-02-22,16.368000000000002
2020-02-23,16.381
2020-02-24,16.482
2020-02-25,16.23
2020-02-26,16.085
2020-02-27,16.075
2020-02-28,16.325
2020-02-29,16.674
2020-03-01,17.024
2020-03-02,17.334
2020-03-03,17.229
2020-03-04,17.245
2020-03-05,17.295
2020-03-06,17.253
2020-03-07,16.768
2020-03-08,16.365000000000002
2020-03-09,16.329
2020-03-10,16.575
2020-03-11,16.597
2020-03-12,16.536
2020-03-13,16.493000000000002
2020-03-14,16.317999999999998
2020-03-15,16.145
2020-03-16,16.073999999999998
2020-03-17,16.647
2020-03-18,16.782
2020-03-19,16.772
2020-03-20,16.362000000000002
2020-03-21,16.47
2020-03-22,16.575
2020-03-23,16.587
2020-03-24,16.455
2020-03-25,16.483
2020-03-26,16.497999999999998
2020-03-27,16.652
2020-03-28,16.802
2020-03-29,16.755
2020-03-30,16.712
2020-03-31,16.39
2020-04-01,16.42
2020-04-02,16.749000000000002
2020-04-03,17.39
2020-04-04,17.069
2020-04-05,15.475999999999999
2020-04-06,15.714
2020-04-07,16.034
2020-04-08,16.109
2020-04-09,16.024
2020-04-10,16.106
2020-04-11,16.188000000000002
2020-04-12,16.354
2020-04-13,16.177
2020-04-14,16.134
2020-04-15,16.758
2020-04-16,16.922
2020-04-17,16.948
2020-04-18,16.916
2020-04-19,16.252000000000002
2020-04-20,16.192999999999998
2020-04-21,15.83
2020-04-22,15.611
2020-04-23,15.734
2020-04-24,15.574
2020-04-25,15.504999999999999
2020-04-26,15.572
2020-04-27,15.767
2020-04-28,16.162
2020-04-29,15.758
2020-04-30,15.627
2020-05-01,15.64
2020-05-02,15.959
2020-05-03,15.999
2020-05-04,15.515
2020-05-05,15.525
2020-05-06,15.602
2020-05-07,15.525
2020-05-08,15.439
2020-05-09,15.411999999999999
2020-05-10,15.283999999999999
2020-05-11,14.859
2020-05-12,14.644
2020-05-13,14.632
2020-05-14,14.748
2020-05-15,14.955
2020-05-16,15.217
2020-05-17,15.349
2020-05-18,15.406
2020-05-19,14.817
2020-05-20,14.387
2020-05-21,14.419
2020-05-22,14.545
